n,gen,case,comparisons,ptr_ops,height
100000,random,avg,14.3,18.3,13.9
100000,random,worst,30,29,24
100000,random,avg,14.0,18.0,13.4
100000,random,worst,29,29,24
100000,random,avg,14.2,18.1,14.9
100000,random,worst,30,29,24
100000,random,avg,13.7,17.7,15.8
100000,random,worst,29,29,24
100000,random,avg,14.1,17.9,17.0
100000,random,worst,29,29,24
100000,random,avg,13.9,18.3,18.0
100000,random,worst,29,29,24
100000,random,avg,14.3,17.7,14.3
100000,random,worst,29,29,24
100000,random,avg,14.2,17.9,13.0
100000,random,worst,30,29,24
