i,cmp
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1491
1003,21
1004,16
1005,22
1006,20
1007,22
1008,23
1009,23
1010,18
1011,26
1012,19
1013,25
1014,23
1015,25
1016,24
1017,24
1018,15
1019,25
1020,24
1021,20
1022,22
1023,24
1024,23
1025,23
1026,17
1027,25
1028,24
1029,24
1030,22
1031,24
1032,23
1033,23
1034,18
1035,20
1036,17
1037,23
1038,21
1039,23
1040,22
1041,22
1042,16
1043,26
1044,25
1045,21
1046,19
1047,23
1048,20
1049,24
1050,21
1051,23
1052,24
1053,24
1054,22
1055,24
1056,19
1057,23
1058,19
1059,21
1060,24
1061,24
1062,22
1063,20
1064,23
1065,21
1066,20
1067,24
1068,23
1069,21
1070,21
1071,19
1072,22
1073,22
1074,17
1075,23
1076,24
1077,24
1078,18
1079,24
1080,23
1081,19
1082,18
1083,24
1084,19
1085,21
1086,17
1087,19
1088,20
1089,20
1090,18
1091,24
1092,23
1093,23
1094,19
1095,21
1096,20
1097,20
1098,17
1099,23
1100,22
1101,22
1102,20
1103,22
1104,17
1105,21
1106,14
1107,24
1108,23
1109,25
1110,23
1111,25
1112,24
1113,24
1114,21
1115,25
1116,24
1117,14
1118,22
1119,24
1120,23
1121,23
1122,19
1123,23
1124,24
1125,24
1126,22
1127,24
1128,23
1129,23
1130,18
1131,22
1132,21
1133,21
1134,21
1135,23
1136,22
1137,20
1138,9
1139,19
1140,24
1141,24
1142,20
1143,18
1144,21
1145,21
1146,18
1147,24
1148,23
1149,21
1150,15
1151,21
1152,20
1153,22
1154,18
1155,24
1156,23
1157,23
1158,21
1159,21
1160,20
1161,22
1162,19
1163,23
1164,22
1165,22
1166,20
1167,22
1168,21
1169,19
1170,13
1171,25
1172,24
1173,24
1174,20
1175,24
1176,21
1177,21
1178,20
1179,24
1180,23
1181,23
1182,21
1183,7
1184,12
1185,22
1186,16
1187,24
1188,23
1189,23
1190,13
1191,23
1192,22
1193,22
1194,19
1195,21
1196,20
1197,22
1198,20
1199,20
1200,19
1201,21
1202,16
1203,22
1204,23
1205,23
1206,21
1207,21
1208,20
1209,22
1210,17
1211,21
1212,22
1213,20
1214,18
1215,22
1216,21
1217,21
1218,17
1219,23
1220,22
1221,22
1222,20
1223,22
1224,21
1225,19
1226,16
1227,22
1228,21
1229,21
1230,17
1231,21
1232,20
1233,20
1234,12
1235,20
1236,25
1237,7
1238,23
1239,25
1240,24
1241,24
1242,21
1243,25
1244,24
1245,24
1246,22
1247,24
1248,23
1249,23
1250,19
1251,25
1252,24
1253,24
1254,22
1255,16
1256,23
1257,23
1258,20
1259,24
1260,23
1261,23
1262,21
1263,23
1264,22
1265,22
1266,17
1267,25
1268,24
1269,20
1270,22
1271,24
1272,23
1273,23
1274,20
1275,24
1276,19
1277,23
1278,21
1279,23
1280,22
1281,22
1282,18
1283,20
1284,23
1285,23
1286,21
1287,23
1288,22
1289,22
1290,19
1291,23
1292,22
1293,22
1294,20
1295,22
1296,21
1297,21
1298,15
1299,25
1300,24
1301,24
1302,22
1303,24
1304,23
1305,23
1306,20
1307,24
1308,23
1309,23
1310,21
1311,23
1312,22
1313,22
1314,18
1315,24
1316,23
1317,23
1318,21
1319,23
1320,18
1321,22
1322,19
1323,23
1324,22
1325,18
1326,20
1327,22
1328,17
1329,17
1330,16
1331,24
1332,23
1333,23
1334,21
1335,23
1336,22
1337,22
1338,15
1339,23
1340,22
1341,22
1342,20
1343,22
1344,21
1345,21
1346,17
1347,23
1348,22
1349,22
1350,16
1351,22
1352,21
1353,21
1354,18
1355,18
1356,21
1357,21
1358,19
1359,21
1360,20
1361,20
1362,13
1363,25
1364,24
1365,24
1366,22
1367,24
1368,23
1369,23
1370,20
1371,24
1372,15
1373,23
1374,21
1375,23
1376,22
1377,22
1378,18
1379,24
1380,23
1381,23
1382,21
1383,23
1384,22
1385,22
1386,19
1387,23
1388,22
1389,22
1390,20
1391,22
1392,21
1393,21
1394,16
1395,24
1396,23
1397,23
1398,15
1399,23
1400,22
1401,22
1402,19
1403,23
1404,22
1405,22
1406,20
1407,22
1408,21
1409,21
1410,17
1411,23
1412,22
1413,16
1414,20
1415,22
1416,21
1417,21
1418,18
1419,22
1420,21
1421,21
1422,19
1423,21
1424,20
1425,20
1426,8
1427,24
1428,23
1429,23
1430,21
1431,23
1432,22
1433,22
1434,19
1435,23
1436,22
1437,22
1438,20
1439,22
1440,21
1441,21
1442,17
1443,23
1444,22
1445,22
1446,20
1447,22
1448,21
1449,21
1450,18
1451,22
1452,21
1453,21
1454,19
1455,21
1456,20
1457,20
1458,15
1459,23
1460,22
1461,22
1462,20
1463,22
1464,21
1465,21
1466,18
1467,22
1468,21
1469,21
1470,19
1471,11
1472,20
1473,20
1474,16
1475,22
1476,21
1477,21
1478,19
1479,21
1480,20
1481,20
1482,17
1483,21
1484,20
1485,20
1486,18
1487,20
1488,19
1489,19
1490,9
1491,22
1492,23
1493,23
1494,21
1495,23
1496,22
1497,22
1498,19
1499,19
1500,22
1501,22
1502,20
1503,22
1504,21
1505,21
1506,17
1507,23
1508,22
1509,22
1510,20
1511,22
1512,21
1513,21
1514,18
1515,10
1516,17
1517,19
1518,19
1519,21
1520,18
1521,18
1522,15
1523,15
1524,22
1525,22
1526,16
1527,22
1528,21
1529,21
1530,18
1531,10
1532,21
1533,21
1534,19
1535,21
1536,20
1537,20
1538,16
1539,22
1540,21
1541,17
1542,19
1543,21
1544,20
1545,20
1546,15
1547,19
1548,20
1549,16
1550,18
1551,20
1552,19
1553,19
1554,13
1555,23
1556,22
1557,22
1558,18
1559,20
1560,11
1561,21
1562,18
1563,22
1564,19
1565,21
1566,19
1567,21
1568,20
1569,20
1570,16
1571,20
1572,19
1573,19
1574,19
1575,19
1576,20
1577,20
1578,17
1579,21
1580,20
1581,18
1582,16
1583,18
1584,17
1585,19
1586,14
1587,20
1588,19
1589,19
1590,19
1591,21
1592,18
1593,18
1594,17
1595,21
1596,18
1597,20
1598,18
1599,20
1600,19
1601,19
1602,15
1603,21
1604,20
1605,20
1606,18
1607,20
1608,19
1609,19
1610,16
1611,20
1612,19
1613,17
1614,17
1615,19
1616,18
1617,18
1618,11
1619,23
1620,22
1621,22
1622,20
1623,22
1624,21
1625,21
1626,18
1627,22
1628,21
1629,21
1630,19
1631,21
1632,12
1633,20
1634,16
1635,22
1636,21
1637,21
1638,19
1639,21
1640,20
1641,20
1642,17
1643,21
1644,20
1645,20
1646,18
1647,20
1648,19
1649,19
1650,14
1651,22
1652,17
1653,21
1654,19
1655,21
1656,20
1657,20
1658,17
1659,21
1660,20
1661,20
1662,18
1663,20
1664,19
1665,19
1666,15
1667,21
1668,20
1669,20
1670,18
1671,6
1672,19
1673,19
1674,16
1675,20
1676,15
1677,19
1678,17
1679,19
1680,18
1681,18
1682,12
1683,22
1684,21
1685,21
1686,19
1687,21
1688,20
1689,20
1690,17
1691,21
1692,20
1693,20
1694,18
1695,14
1696,19
1697,19
1698,9
1699,21
1700,20
1701,20
1702,12
1703,20
1704,19
1705,19
1706,16
1707,20
1708,19
1709,19
1710,17
1711,19
1712,18
1713,18
1714,13
1715,21
1716,20
1717,20
1718,18
1719,20
1720,19
1721,19
1722,16
1723,20
1724,19
1725,19
1726,17
1727,19
1728,18
1729,18
1730,14
1731,20
1732,19
1733,19
1734,17
1735,19
1736,18
1737,18
1738,15
1739,19
1740,18
1741,18
1742,16
1743,18
1744,17
1745,17
1746,8
1747,15
1748,20
1749,20
1750,18
1751,20
1752,19
1753,19
1754,16
1755,20
1756,17
1757,19
1758,17
1759,15
1760,18
1761,14
1762,14
1763,20
1764,19
1765,19
1766,17
1767,19
1768,18
1769,18
1770,15
1771,19
1772,18
1773,18
1774,16
1775,18
1776,15
1777,15
1778,10
1779,20
1780,17
1781,19
1782,17
1783,19
1784,18
1785,16
1786,15
1787,19
1788,18
1789,16
1790,16
1791,16
1792,15
1793,15
1794,13
1795,17
1796,16
1797,16
1798,16
1799,16
1800,17
1801,17
1802,14
1803,6
1804,17
1805,17
1806,13
1807,15
1808,16
1809,16
1810,8
1811,20
1812,19
1813,19
1814,17
1815,19
1816,18
1817,18
1818,15
1819,13
1820,18
1821,18
1822,12
1823,14
1824,11
1825,17
1826,13
1827,19
1828,18
1829,18
1830,16
1831,6
1832,17
1833,17
1834,14
1835,18
1836,17
1837,17
1838,5
1839,13
1840,12
1841,16
1842,7
1843,19
1844,18
1845,18
1846,16
1847,18
1848,17
1849,17
1850,14
1851,18
1852,17
1853,17
1854,15
1855,17
1856,16
1857,16
1858,12
1859,18
1860,17
1861,17
1862,15
1863,17
1864,8
1865,16
1866,13
1867,17
1868,16
1869,16
1870,14
1871,4
1872,15
1873,15
1874,7
1875,18
1876,17
1877,17
1878,15
1879,17
1880,12
1881,12
1882,13
1883,17
1884,16
1885,16
1886,12
1887,16
1888,15
1889,15
1890,11
1891,17
1892,16
1893,14
1894,14
1895,16
1896,13
1897,13
1898,12
1899,16
1900,15
1901,13
1902,11
1903,15
1904,14
1905,14
1906,9
1907,17
1908,16
1909,16
1910,14
1911,6
1912,11
1913,11
1914,12
1915,16
1916,15
1917,15
1918,13
1919,15
1920,14
1921,14
1922,10
1923,16
1924,15
1925,15
1926,13
1927,15
1928,14
1929,14
1930,11
1931,5
1932,14
1933,14
1934,12
1935,14
1936,13
1937,13
1938,6
1939,15
1940,14
1941,14
1942,12
1943,14
1944,13
1945,13
1946,10
1947,6
1948,13
1949,13
1950,11
1951,13
1952,12
1953,10
1954,8
1955,14
1956,13
1957,13
1958,7
1959,9
1960,12
1961,12
1962,9
1963,13
1964,12
1965,12
1966,10
1967,12
1968,11
1969,11
1970,5
1971,10
1972,11
1973,9
1974,9
1975,11
1976,10
1977,10
1978,5
1979,11
1980,10
1981,10
1982,8
1983,10
1984,9
1985,9
1986,4
1987,9
1988,8
1989,2
1990,6
1991,8
1992,7
1993,7
1994,3
1995,4
1996,3
1997,5
1998,2
1999,1
2000,1
2001,0
