i,cmp
420,2
421,0
422,1
423,0
424,3
425,0
426,1
427,0
428,2
429,0
430,1
431,0
432,4
433,0
434,1
435,0
436,2
437,0
438,1
439,0
440,3
441,0
442,1
443,0
444,2
445,0
446,1
447,0
448,6
449,0
450,1
451,0
452,2
453,0
454,1
455,0
456,3
457,0
458,1
459,0
460,2
461,0
462,1
463,0
464,4
465,0
466,1
467,0
468,2
469,0
470,1
471,0
472,3
473,0
474,1
475,0
476,2
477,0
478,1
479,0
480,5
481,0
482,1
483,0
484,2
485,0
486,1
487,0
488,3
489,0
490,1
491,0
492,2
493,0
494,1
495,0
496,4
497,0
498,1
499,0
500,2
501,0
502,1
503,0
504,2
505,0
506,1
507,0
508,3
509,0
510,1
511,0
512,2
513,0
514,1
515,0
516,4
517,0
518,1
519,0
520,2
521,0
522,1
523,0
524,3
525,0
526,1
527,0
528,2
529,0
530,1
531,0
532,5
533,0
534,1
535,0
536,2
537,0
538,1
539,0
540,3
541,0
542,1
543,0
544,2
545,0
546,1
547,0
548,4
549,0
550,1
551,0
552,2
553,0
554,1
555,0
556,3
557,0
558,1
559,0
560,2
561,0
562,1
563,0
564,6
565,0
566,1
567,0
568,2
569,0
570,1
571,0
572,3
573,0
574,1
575,0
576,2
577,0
578,1
579,0
580,4
581,0
582,1
583,0
584,2
585,0
586,1
587,0
588,3
589,0
590,1
591,0
592,2
593,0
594,1
595,0
596,5
597,0
598,1
599,0
600,2
601,0
602,1
603,0
604,3
605,0
606,1
607,0
608,2
609,0
610,1
611,0
612,4
613,0
614,1
615,0
616,2
617,0
618,1
619,0
620,3
621,0
622,1
623,0
624,2
625,0
626,1
627,0
628,7
629,0
630,1
631,0
632,2
633,0
634,1
635,0
636,3
637,0
638,1
639,0
640,2
641,0
642,1
643,0
644,4
645,0
646,1
647,0
648,2
649,0
650,1
651,0
652,3
653,0
654,1
655,0
656,2
657,0
658,1
659,0
660,5
661,0
662,1
663,0
664,2
665,0
666,1
667,0
668,3
669,0
670,1
671,0
672,2
673,0
674,1
675,0
676,4
677,0
678,1
679,0
680,2
681,0
682,1
683,0
684,3
685,0
686,1
687,0
688,2
689,0
690,1
691,0
692,6
693,0
694,1
695,0
696,2
697,0
698,1
699,0
700,3
701,0
702,1
703,0
704,2
705,0
706,1
707,0
708,4
709,0
710,1
711,0
712,2
713,0
714,1
715,0
716,3
717,0
718,1
719,0
720,2
721,0
722,1
723,0
724,5
725,0
726,1
727,0
728,2
729,0
730,1
731,0
732,3
733,0
734,1
735,0
736,2
737,0
738,1
739,0
740,4
741,0
742,1
743,0
744,2
745,0
746,1
747,0
748,3
749,0
750,1
751,0
752,2
753,0
754,1
755,0
756,8
757,0
758,1
759,0
760,2
761,0
762,1
763,0
764,3
765,0
766,1
767,0
768,2
769,0
770,1
771,0
772,4
773,0
774,1
775,0
776,2
777,0
778,1
779,0
780,3
781,0
782,1
783,0
784,2
785,0
786,1
787,0
788,5
789,0
790,1
791,0
792,2
793,0
794,1
795,0
796,3
797,0
798,1
799,0
800,2
801,0
802,1
803,0
804,4
805,0
806,1
807,0
808,2
809,0
810,1
811,0
812,3
813,0
814,1
815,0
816,2
817,0
818,1
819,0
820,6
821,0
822,1
823,0
824,2
825,0
826,1
827,0
828,3
829,0
830,1
831,0
832,2
833,0
834,1
835,0
836,4
837,0
838,1
839,0
840,2
841,0
842,1
843,0
844,3
845,0
846,1
847,0
848,2
849,0
850,1
851,0
852,5
853,0
854,1
855,0
856,2
857,0
858,1
859,0
860,3
861,0
862,1
863,0
864,2
865,0
866,1
867,0
868,4
869,0
870,1
871,0
872,2
873,0
874,1
875,0
876,3
877,0
878,1
879,0
880,2
881,0
882,1
883,0
884,7
885,0
886,1
887,0
888,2
889,0
890,1
891,0
892,3
893,0
894,1
895,0
896,2
897,0
898,1
899,0
900,4
901,0
902,1
903,0
904,2
905,0
906,1
907,0
908,3
909,0
910,1
911,0
912,2
913,0
914,1
915,0
916,5
917,0
918,1
919,0
920,2
921,0
922,1
923,0
924,3
925,0
926,1
927,0
928,2
929,0
930,1
931,0
932,4
933,0
934,1
935,0
936,2
937,0
938,1
939,0
940,3
941,0
942,1
943,0
944,2
945,0
946,1
947,0
948,6
949,0
950,1
951,0
952,2
953,0
954,1
955,0
956,3
957,0
958,1
959,0
960,2
961,0
962,1
963,0
964,4
965,0
966,1
967,0
968,2
969,0
970,1
971,0
972,3
973,0
974,1
975,0
976,2
977,0
978,1
979,0
980,5
981,0
982,1
983,0
984,2
985,0
986,1
987,0
988,3
989,0
990,1
991,0
992,2
993,0
994,1
995,0
996,4
997,0
998,1
999,0
1000,2
1001,6
1002,11
1003,16
1004,15
1005,16
1006,13
1007,13
1008,14
1009,15
1010,9
1011,18
1012,16
1013,17
1014,12
1015,16
1016,9
1017,14
1018,10
1019,14
1020,15
1021,16
1022,13
1023,15
1024,6
1025,15
1026,9
1027,16
1028,15
1029,16
1030,13
1031,13
1032,14
1033,15
1034,11
1035,16
1036,13
1037,15
1038,12
1039,15
1040,11
1041,12
1042,4
1043,12
1044,16
1045,17
1046,14
1047,16
1048,14
1049,16
1050,10
1051,17
1052,15
1053,16
1054,13
1055,15
1056,13
1057,14
1058,10
1059,17
1060,14
1061,14
1062,11
1063,15
1064,10
1065,15
1066,11
1067,16
1068,14
1069,14
1070,11
1071,15
1072,13
1073,12
1074,8
1075,17
1076,15
1077,16
1078,13
1079,15
1080,14
1081,15
1082,11
1083,16
1084,14
1085,14
1086,12
1087,15
1088,13
1089,12
1090,7
1091,16
1092,14
1093,15
1094,12
1095,14
1096,13
1097,12
1098,9
1099,13
1100,13
1101,14
1102,11
1103,13
1104,12
1105,12
1106,3
1107,18
1108,15
1109,17
1110,14
1111,16
1112,14
1113,12
1114,12
1115,17
1116,15
1117,16
1118,9
1119,15
1120,13
1121,14
1122,10
1123,17
1124,15
1125,15
1126,13
1127,15
1128,13
1129,15
1130,11
1131,16
1132,14
1133,15
1134,12
1135,15
1136,13
1137,13
1138,8
1139,17
1140,15
1141,16
1142,13
1143,16
1144,14
1145,12
1146,10
1147,15
1148,14
1149,15
1150,12
1151,15
1152,13
1153,14
1154,9
1155,16
1156,14
1157,14
1158,12
1159,15
1160,13
1161,14
1162,10
1163,15
1164,13
1165,14
1166,11
1167,14
1168,12
1169,13
1170,5
1171,17
1172,15
1173,16
1174,12
1175,16
1176,14
1177,14
1178,10
1179,16
1180,14
1181,15
1182,12
1183,15
1184,13
1185,13
1186,9
1187,16
1188,14
1189,15
1190,12
1191,15
1192,13
1193,13
1194,9
1195,7
1196,13
1197,13
1198,11
1199,14
1200,8
1201,13
1202,7
1203,16
1204,14
1205,15
1206,12
1207,14
1208,13
1209,14
1210,10
1211,7
1212,13
1213,14
1214,10
1215,14
1216,12
1217,12
1218,7
1219,14
1220,13
1221,14
1222,11
1223,13
1224,11
1225,13
1226,9
1227,14
1228,12
1229,13
1230,9
1231,12
1232,11
1233,12
1234,3
1235,18
1236,13
1237,17
1238,14
1239,17
1240,15
1241,14
1242,9
1243,17
1244,15
1245,16
1246,9
1247,16
1248,14
1249,15
1250,10
1251,17
1252,15
1253,12
1254,10
1255,16
1256,14
1257,15
1258,11
1259,16
1260,14
1261,15
1262,10
1263,13
1264,11
1265,11
1266,5
1267,17
1268,15
1269,16
1270,10
1271,16
1272,12
1273,15
1274,11
1275,16
1276,14
1277,15
1278,10
1279,12
1280,13
1281,14
1282,9
1283,16
1284,14
1285,15
1286,12
1287,15
1288,13
1289,14
1290,10
1291,15
1292,11
1293,14
1294,11
1295,14
1296,12
1297,13
1298,3
1299,17
1300,15
1301,16
1302,13
1303,16
1304,14
1305,15
1306,11
1307,16
1308,14
1309,13
1310,10
1311,15
1312,13
1313,14
1314,9
1315,16
1316,12
1317,15
1318,10
1319,11
1320,13
1321,14
1322,10
1323,15
1324,13
1325,14
1326,11
1327,14
1328,12
1329,13
1330,7
1331,10
1332,14
1333,15
1334,10
1335,15
1336,13
1337,14
1338,10
1339,15
1340,13
1341,14
1342,11
1343,14
1344,12
1345,13
1346,8
1347,15
1348,13
1349,14
1350,11
1351,14
1352,10
1353,13
1354,7
1355,14
1356,12
1357,13
1358,10
1359,13
1360,11
1361,12
1362,4
1363,17
1364,15
1365,13
1366,13
1367,16
1368,14
1369,15
1370,11
1371,16
1372,14
1373,15
1374,12
1375,15
1376,13
1377,14
1378,9
1379,16
1380,14
1381,15
1382,9
1383,15
1384,13
1385,14
1386,10
1387,15
1388,13
1389,14
1390,11
1391,14
1392,12
1393,13
1394,7
1395,16
1396,14
1397,15
1398,12
1399,15
1400,13
1401,14
1402,10
1403,15
1404,10
1405,14
1406,11
1407,14
1408,12
1409,13
1410,8
1411,15
1412,13
1413,14
1414,11
1415,14
1416,9
1417,13
1418,9
1419,14
1420,12
1421,13
1422,10
1423,13
1424,11
1425,12
1426,5
1427,16
1428,14
1429,15
1430,12
1431,15
1432,9
1433,14
1434,10
1435,10
1436,13
1437,14
1438,11
1439,14
1440,12
1441,13
1442,8
1443,11
1444,13
1445,10
1446,11
1447,10
1448,12
1449,13
1450,9
1451,14
1452,12
1453,13
1454,10
1455,13
1456,11
1457,12
1458,6
1459,15
1460,13
1461,14
1462,11
1463,14
1464,12
1465,13
1466,9
1467,14
1468,12
1469,13
1470,10
1471,13
1472,11
1473,12
1474,7
1475,14
1476,12
1477,13
1478,10
1479,13
1480,11
1481,12
1482,8
1483,13
1484,11
1485,12
1486,9
1487,12
1488,10
1489,11
1490,1
1491,17
1492,15
1493,15
1494,12
1495,15
1496,13
1497,13
1498,10
1499,16
1500,14
1501,14
1502,12
1503,15
1504,12
1505,14
1506,7
1507,16
1508,14
1509,14
1510,11
1511,15
1512,10
1513,14
1514,9
1515,13
1516,13
1517,14
1518,10
1519,14
1520,9
1521,13
1522,7
1523,15
1524,14
1525,10
1526,12
1527,14
1528,12
1529,12
1530,10
1531,15
1532,13
1533,13
1534,11
1535,13
1536,11
1537,11
1538,8
1539,14
1540,12
1541,14
1542,10
1543,13
1544,12
1545,13
1546,9
1547,13
1548,12
1549,12
1550,9
1551,13
1552,10
1553,12
1554,5
1555,16
1556,14
1557,14
1558,11
1559,12
1560,12
1561,14
1562,10
1563,15
1564,13
1565,14
1566,11
1567,10
1568,9
1569,13
1570,5
1571,15
1572,12
1573,14
1574,11
1575,14
1576,12
1577,13
1578,9
1579,13
1580,12
1581,13
1582,10
1583,12
1584,10
1585,11
1586,6
1587,15
1588,13
1589,14
1590,10
1591,14
1592,12
1593,13
1594,9
1595,13
1596,12
1597,13
1598,10
1599,13
1600,11
1601,12
1602,6
1603,14
1604,12
1605,13
1606,9
1607,12
1608,10
1609,11
1610,7
1611,12
1612,11
1613,12
1614,8
1615,12
1616,10
1617,11
1618,3
1619,16
1620,14
1621,9
1622,12
1623,15
1624,13
1625,14
1626,10
1627,13
1628,13
1629,14
1630,9
1631,11
1632,12
1633,13
1634,8
1635,15
1636,11
1637,14
1638,11
1639,12
1640,9
1641,13
1642,7
1643,11
1644,12
1645,13
1646,8
1647,13
1648,9
1649,9
1650,6
1651,13
1652,13
1653,14
1654,9
1655,14
1656,12
1657,13
1658,9
1659,14
1660,10
1661,11
1662,10
1663,13
1664,11
1665,12
1666,7
1667,14
1668,12
1669,13
1670,10
1671,13
1672,11
1673,12
1674,8
1675,13
1676,11
1677,12
1678,9
1679,12
1680,10
1681,11
1682,4
1683,15
1684,13
1685,14
1686,11
1687,14
1688,12
1689,13
1690,9
1691,14
1692,12
1693,13
1694,10
1695,13
1696,11
1697,9
1698,4
1699,14
1700,6
1701,10
1702,10
1703,13
1704,11
1705,12
1706,8
1707,13
1708,11
1709,12
1710,9
1711,12
1712,10
1713,11
1714,5
1715,14
1716,12
1717,13
1718,10
1719,13
1720,11
1721,12
1722,8
1723,13
1724,11
1725,12
1726,9
1727,12
1728,10
1729,11
1730,6
1731,13
1732,11
1733,12
1734,9
1735,12
1736,10
1737,11
1738,7
1739,12
1740,10
1741,11
1742,8
1743,11
1744,9
1745,10
1746,1
1747,15
1748,12
1749,12
1750,10
1751,13
1752,11
1753,10
1754,9
1755,14
1756,12
1757,13
1758,7
1759,10
1760,11
1761,11
1762,4
1763,12
1764,6
1765,13
1766,10
1767,11
1768,11
1769,10
1770,8
1771,13
1772,11
1773,11
1774,9
1775,12
1776,8
1777,11
1778,5
1779,14
1780,12
1781,13
1782,10
1783,10
1784,10
1785,9
1786,7
1787,10
1788,11
1789,12
1790,9
1791,12
1792,10
1793,11
1794,6
1795,13
1796,10
1797,12
1798,9
1799,12
1800,9
1801,10
1802,7
1803,11
1804,10
1805,11
1806,8
1807,11
1808,8
1809,9
1810,3
1811,12
1812,12
1813,13
1814,10
1815,13
1816,9
1817,12
1818,4
1819,6
1820,11
1821,12
1822,9
1823,10
1824,10
1825,11
1826,6
1827,13
1828,11
1829,12
1830,9
1831,12
1832,10
1833,9
1834,7
1835,12
1836,10
1837,11
1838,8
1839,9
1840,9
1841,10
1842,2
1843,13
1844,11
1845,12
1846,9
1847,12
1848,10
1849,11
1850,7
1851,12
1852,10
1853,11
1854,8
1855,11
1856,9
1857,7
1858,5
1859,12
1860,10
1861,11
1862,8
1863,11
1864,9
1865,10
1866,6
1867,11
1868,9
1869,10
1870,7
1871,10
1872,8
1873,9
1874,1
1875,12
1876,10
1877,11
1878,7
1879,10
1880,10
1881,8
1882,7
1883,11
1884,9
1885,9
1886,8
1887,10
1888,8
1889,9
1890,3
1891,12
1892,10
1893,11
1894,8
1895,11
1896,9
1897,10
1898,5
1899,10
1900,9
1901,10
1902,7
1903,10
1904,3
1905,9
1906,3
1907,7
1908,8
1909,8
1910,8
1911,11
1912,4
1913,7
1914,6
1915,11
1916,9
1917,10
1918,7
1919,10
1920,8
1921,9
1922,4
1923,7
1924,9
1925,10
1926,7
1927,10
1928,8
1929,9
1930,5
1931,10
1932,8
1933,5
1934,6
1935,9
1936,7
1937,8
1938,1
1939,11
1940,9
1941,9
1942,5
1943,5
1944,6
1945,9
1946,4
1947,10
1948,7
1949,9
1950,6
1951,9
1952,7
1953,8
1954,3
1955,10
1956,6
1957,9
1958,4
1959,9
1960,7
1961,8
1962,4
1963,9
1964,7
1965,8
1966,5
1967,8
1968,6
1969,7
1970,1
1971,9
1972,7
1973,8
1974,5
1975,5
1976,5
1977,6
1978,2
1979,8
1980,6
1981,5
1982,4
1983,7
1984,5
1985,6
1986,1
1987,7
1988,5
1989,6
1990,3
1991,3
1992,4
1993,5
1994,1
1995,5
1996,2
1997,4
1998,1
1999,3
2000,1
2001,1
