i,cmp
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1491
1003,23
1004,22
1005,22
1006,22
1007,24
1008,23
1009,23
1010,18
1011,26
1012,25
1013,19
1014,23
1015,25
1016,18
1017,12
1018,19
1019,23
1020,24
1021,24
1022,22
1023,24
1024,23
1025,23
1026,19
1027,21
1028,18
1029,24
1030,22
1031,24
1032,23
1033,23
1034,20
1035,24
1036,17
1037,23
1038,21
1039,23
1040,22
1041,22
1042,16
1043,26
1044,21
1045,25
1046,23
1047,25
1048,24
1049,24
1050,21
1051,25
1052,24
1053,24
1054,22
1055,24
1056,19
1057,23
1058,19
1059,23
1060,22
1061,24
1062,22
1063,20
1064,21
1065,23
1066,20
1067,24
1068,19
1069,23
1070,21
1071,23
1072,18
1073,22
1074,17
1075,25
1076,24
1077,24
1078,22
1079,22
1080,23
1081,21
1082,18
1083,20
1084,23
1085,23
1086,21
1087,19
1088,20
1089,22
1090,18
1091,24
1092,23
1093,19
1094,21
1095,23
1096,22
1097,22
1098,19
1099,19
1100,22
1101,22
1102,20
1103,22
1104,21
1105,17
1106,14
1107,26
1108,25
1109,25
1110,23
1111,23
1112,22
1113,24
1114,21
1115,25
1116,24
1117,24
1118,22
1119,24
1120,23
1121,23
1122,17
1123,19
1124,24
1125,22
1126,22
1127,16
1128,23
1129,21
1130,18
1131,24
1132,23
1133,21
1134,19
1135,23
1136,20
1137,20
1138,15
1139,25
1140,22
1141,24
1142,20
1143,24
1144,21
1145,21
1146,20
1147,24
1148,21
1149,23
1150,21
1151,23
1152,20
1153,20
1154,12
1155,24
1156,21
1157,21
1158,19
1159,23
1160,22
1161,20
1162,17
1163,23
1164,22
1165,22
1166,20
1167,22
1168,21
1169,19
1170,15
1171,23
1172,24
1173,22
1174,22
1175,24
1176,23
1177,23
1178,18
1179,24
1180,21
1181,23
1182,21
1183,23
1184,22
1185,22
1186,18
1187,24
1188,21
1189,23
1190,19
1191,23
1192,20
1193,22
1194,19
1195,23
1196,22
1197,22
1198,20
1199,20
1200,21
1201,21
1202,16
1203,24
1204,23
1205,23
1206,21
1207,21
1208,22
1209,22
1210,19
1211,23
1212,20
1213,20
1214,20
1215,22
1216,21
1217,21
1218,17
1219,23
1220,22
1221,22
1222,20
1223,22
1224,21
1225,21
1226,18
1227,20
1228,19
1229,21
1230,19
1231,21
1232,20
1233,20
1234,12
1235,26
1236,25
1237,25
1238,23
1239,25
1240,24
1241,24
1242,21
1243,25
1244,24
1245,24
1246,22
1247,24
1248,23
1249,23
1250,19
1251,25
1252,16
1253,24
1254,22
1255,24
1256,23
1257,23
1258,20
1259,20
1260,23
1261,23
1262,21
1263,23
1264,22
1265,22
1266,17
1267,11
1268,24
1269,20
1270,22
1271,24
1272,23
1273,23
1274,20
1275,24
1276,23
1277,23
1278,21
1279,23
1280,22
1281,22
1282,18
1283,24
1284,17
1285,19
1286,17
1287,23
1288,22
1289,22
1290,19
1291,23
1292,22
1293,22
1294,20
1295,18
1296,21
1297,21
1298,15
1299,13
1300,20
1301,24
1302,22
1303,24
1304,19
1305,23
1306,16
1307,24
1308,23
1309,23
1310,21
1311,23
1312,22
1313,18
1314,18
1315,24
1316,23
1317,19
1318,21
1319,23
1320,22
1321,18
1322,15
1323,23
1324,22
1325,22
1326,20
1327,22
1328,21
1329,21
1330,16
1331,24
1332,19
1333,23
1334,21
1335,23
1336,22
1337,18
1338,19
1339,23
1340,22
1341,22
1342,20
1343,22
1344,21
1345,21
1346,17
1347,23
1348,22
1349,22
1350,16
1351,18
1352,21
1353,21
1354,14
1355,22
1356,21
1357,21
1358,19
1359,21
1360,20
1361,20
1362,13
1363,25
1364,24
1365,18
1366,22
1367,24
1368,23
1369,23
1370,20
1371,24
1372,23
1373,23
1374,21
1375,23
1376,22
1377,22
1378,18
1379,24
1380,15
1381,23
1382,21
1383,23
1384,22
1385,22
1386,19
1387,23
1388,22
1389,22
1390,20
1391,22
1392,21
1393,21
1394,16
1395,12
1396,23
1397,23
1398,21
1399,23
1400,22
1401,22
1402,19
1403,23
1404,22
1405,22
1406,20
1407,22
1408,21
1409,15
1410,17
1411,23
1412,22
1413,22
1414,20
1415,22
1416,21
1417,21
1418,18
1419,22
1420,21
1421,21
1422,19
1423,21
1424,20
1425,20
1426,14
1427,24
1428,23
1429,23
1430,21
1431,23
1432,22
1433,22
1434,19
1435,23
1436,22
1437,22
1438,20
1439,22
1440,21
1441,21
1442,17
1443,23
1444,22
1445,22
1446,20
1447,22
1448,21
1449,21
1450,18
1451,22
1452,21
1453,21
1454,11
1455,13
1456,20
1457,20
1458,15
1459,23
1460,22
1461,22
1462,20
1463,22
1464,21
1465,21
1466,18
1467,22
1468,21
1469,21
1470,19
1471,21
1472,20
1473,20
1474,16
1475,22
1476,21
1477,21
1478,19
1479,21
1480,20
1481,20
1482,17
1483,21
1484,20
1485,20
1486,18
1487,20
1488,19
1489,19
1490,9
1491,20
1492,23
1493,21
1494,21
1495,9
1496,14
1497,22
1498,19
1499,23
1500,22
1501,22
1502,20
1503,18
1504,19
1505,21
1506,17
1507,23
1508,22
1509,22
1510,20
1511,22
1512,17
1513,21
1514,18
1515,22
1516,21
1517,21
1518,19
1519,21
1520,20
1521,20
1522,15
1523,23
1524,22
1525,22
1526,18
1527,22
1528,21
1529,21
1530,18
1531,20
1532,13
1533,21
1534,19
1535,17
1536,20
1537,20
1538,8
1539,22
1540,21
1541,21
1542,19
1543,21
1544,20
1545,20
1546,13
1547,21
1548,20
1549,20
1550,18
1551,18
1552,19
1553,19
1554,13
1555,23
1556,22
1557,22
1558,20
1559,22
1560,21
1561,19
1562,12
1563,22
1564,21
1565,21
1566,17
1567,19
1568,20
1569,20
1570,16
1571,22
1572,21
1573,19
1574,19
1575,21
1576,18
1577,20
1578,17
1579,21
1580,20
1581,20
1582,16
1583,18
1584,19
1585,19
1586,14
1587,20
1588,21
1589,19
1590,19
1591,21
1592,20
1593,20
1594,15
1595,21
1596,20
1597,20
1598,18
1599,20
1600,19
1601,19
1602,15
1603,21
1604,20
1605,20
1606,18
1607,18
1608,17
1609,17
1610,16
1611,20
1612,19
1613,17
1614,17
1615,19
1616,18
1617,18
1618,11
1619,23
1620,22
1621,22
1622,20
1623,22
1624,21
1625,21
1626,18
1627,22
1628,21
1629,21
1630,19
1631,21
1632,20
1633,20
1634,16
1635,22
1636,21
1637,21
1638,19
1639,21
1640,16
1641,20
1642,13
1643,21
1644,20
1645,20
1646,18
1647,20
1648,19
1649,19
1650,14
1651,22
1652,21
1653,21
1654,19
1655,21
1656,20
1657,16
1658,9
1659,21
1660,20
1661,16
1662,18
1663,20
1664,19
1665,19
1666,15
1667,5
1668,20
1669,20
1670,18
1671,20
1672,19
1673,19
1674,12
1675,20
1676,19
1677,19
1678,17
1679,19
1680,18
1681,18
1682,12
1683,16
1684,21
1685,21
1686,19
1687,21
1688,20
1689,20
1690,17
1691,21
1692,20
1693,20
1694,18
1695,20
1696,19
1697,19
1698,15
1699,21
1700,20
1701,20
1702,18
1703,20
1704,19
1705,19
1706,6
1707,20
1708,19
1709,13
1710,17
1711,19
1712,18
1713,18
1714,13
1715,21
1716,20
1717,20
1718,18
1719,6
1720,19
1721,19
1722,16
1723,6
1724,19
1725,19
1726,17
1727,5
1728,18
1729,18
1730,14
1731,20
1732,19
1733,9
1734,17
1735,19
1736,18
1737,18
1738,15
1739,19
1740,18
1741,18
1742,16
1743,18
1744,17
1745,17
1746,8
1747,17
1748,20
1749,20
1750,14
1751,20
1752,19
1753,19
1754,14
1755,20
1756,19
1757,19
1758,17
1759,19
1760,12
1761,18
1762,14
1763,20
1764,19
1765,19
1766,17
1767,15
1768,18
1769,18
1770,7
1771,19
1772,18
1773,18
1774,16
1775,18
1776,17
1777,17
1778,12
1779,20
1780,19
1781,19
1782,17
1783,19
1784,16
1785,16
1786,15
1787,19
1788,18
1789,18
1790,16
1791,18
1792,17
1793,15
1794,13
1795,19
1796,18
1797,18
1798,16
1799,18
1800,15
1801,15
1802,6
1803,18
1804,17
1805,17
1806,15
1807,15
1808,16
1809,16
1810,8
1811,20
1812,19
1813,19
1814,17
1815,19
1816,18
1817,18
1818,15
1819,19
1820,18
1821,18
1822,16
1823,18
1824,17
1825,17
1826,13
1827,19
1828,18
1829,18
1830,16
1831,18
1832,13
1833,17
1834,14
1835,18
1836,17
1837,17
1838,15
1839,17
1840,16
1841,16
1842,11
1843,19
1844,18
1845,18
1846,16
1847,18
1848,17
1849,17
1850,14
1851,18
1852,17
1853,17
1854,15
1855,17
1856,16
1857,16
1858,12
1859,18
1860,17
1861,17
1862,15
1863,17
1864,16
1865,16
1866,13
1867,17
1868,16
1869,16
1870,14
1871,16
1872,15
1873,15
1874,7
1875,16
1876,17
1877,15
1878,15
1879,17
1880,16
1881,16
1882,13
1883,17
1884,16
1885,12
1886,10
1887,16
1888,15
1889,15
1890,9
1891,9
1892,10
1893,16
1894,14
1895,14
1896,15
1897,15
1898,12
1899,16
1900,13
1901,13
1902,13
1903,15
1904,14
1905,14
1906,7
1907,17
1908,16
1909,16
1910,14
1911,16
1912,15
1913,15
1914,8
1915,16
1916,15
1917,15
1918,13
1919,15
1920,14
1921,14
1922,6
1923,16
1924,15
1925,15
1926,13
1927,15
1928,14
1929,14
1930,11
1931,15
1932,14
1933,14
1934,12
1935,14
1936,13
1937,13
1938,6
1939,9
1940,14
1941,14
1942,6
1943,12
1944,11
1945,13
1946,10
1947,12
1948,13
1949,11
1950,11
1951,13
1952,12
1953,10
1954,8
1955,10
1956,9
1957,13
1958,11
1959,13
1960,12
1961,12
1962,9
1963,13
1964,12
1965,12
1966,10
1967,12
1968,11
1969,11
1970,5
1971,10
1972,11
1973,11
1974,5
1975,11
1976,10
1977,10
1978,7
1979,3
1980,10
1981,10
1982,8
1983,2
1984,9
1985,9
1986,4
1987,5
1988,6
1989,6
1990,6
1991,8
1992,7
1993,7
1994,3
1995,2
1996,3
1997,1
1998,2
1999,1
2000,1
2001,0
